# 「샘」(질량손실) 게이트 판정 — 기준 A·C · (행 · 신호) 짝 (미해결 #84 · 세션 7.77)
# [가정값: 업계 공개자료 전형범위 · 프로젝트정리 5장] 실측 아님
# 가정값 기반 — 실측 아님.
#
# 내는 명령: .venv/Scripts/python.exe -m cdu_simul.massloss_gate --pairs
#   (읽는 것은 results/cdu_dataset.csv 하나다. 판정 기준·임계는 이 파일이
#    만들지 않는다 — docs/session745-massloss-gate-criteria.md 의 것을 쓴다.)
#
# 실린 짝: 이상 기구를 진 CDU 만 48,000. 뺀 짝 38,400 —
#   이웃 CDU 다. 뺀 근거는 기준 문서 2-4: 기대 부호는 기구를 진
#   CDU 에서 나온 것이라 이웃 CDU 의 통과·실패가 무엇을 뜻하는지
#   정해지지 않았다. 리포트의 통과율도 같은 모집단으로 내고,
#   합격선(이 모집단 전수에서 통과율 100 % · 사람이 2026-09-08 에
#   정했다 · CLAUDE.md 게이트 표 세션 4 줄)도 이 모집단에서 판정한다.
#   **이 파일은 전 짝이 아니다.** 이웃 CDU 짝까지 내려면 같은
#   명령에 --all-cdu 를 붙인다 (--pairs --all-cdu) — 그러면 같은
#   두 파일이 전 짝으로 다시 쓰인다. 세션 7.77 은 붙이지 않았다.
#
# 여유(margin) = value − threshold. **> 0 이면 통과쪽 여유다.**
#   A: value = delta_abs × expected_sign · threshold = 0 (원단위)
#   C: value = |delta_judged| · threshold = NOISE_THRESHOLD[unit] (판정단위)
#   B: margin = 수준 오름차순 |Δ| 의 이웃 차 최소 · threshold = 0 (원단위)
#   「해당 없음」 짝의 여유는 판정에 쓰이지 않는다 — 자리만 채운다.
#   unit 열은 **신호의 판정단위**(리포트와 같다)이고, A 의 value·margin 은
#   그것과 달리 원단위다 — 어느 쪽인지는 margin_unit 열이 말한다.
criterion,scenario_id,cdu_index,signal,leak_cdu,level,unit,verdict,threshold,value,margin,margin_unit
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpsup|single,0,⑴ 총유량,True,0.25,%,통과,0.0,0.01287506667507543,0.01287506667507543,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.01287782095854162,0.01287782095854162,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.012873683878208197,0.012873683878208197,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.012877814862244819,0.012877814862244819,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.01287366987070726,0.01287366987070726,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpret|single,0,⑴ 총유량,True,0.25,%,통과,0.0,0.016935853034089732,0.016935853034089732,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.016938170724742463,0.016938170724742463,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.016934033465911824,0.016934033465911824,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.016938165745168376,0.016938165745168376,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g0.5|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.01693402057568072,0.01693402057568072,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpsup|single,0,⑴ 총유량,True,0.25,%,통과,0.0,0.025777284412214385,0.025777284412214385,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.02577864813098074,0.02577864813098074,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.025774517547931808,0.025774517547931808,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.025778640501261663,0.025778640501261663,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.025774502022246182,0.025774502022246182,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpret|single,0,⑴ 총유량,True,0.25,%,통과,0.0,0.029841419964204974,0.029841419964204974,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.029842346504359796,0.029842346504359796,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.029838215742220342,0.029838215742220342,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.25,%,통과,0.0,0.029842339991606792,0.029842339991606792,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.25|g1|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.25,%,통과,0.0,0.029838201334044356,0.029838201334044356,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpsup|single,0,⑴ 총유량,True,0.5,%,해당 없음,0.0,-3.274605547254339e-05,-3.274605547254339e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,해당 없음,0.0,-2.4466126488320583e-05,-2.4466126488320583e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,해당 없음,0.0,-3.274255123919545e-05,-3.274255123919545e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,해당 없음,0.0,-2.447526416204937e-05,-2.447526416204937e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,해당 없음,0.0,-3.276753353276263e-05,-3.276753353276263e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpret|single,0,⑴ 총유량,True,0.5,%,통과,0.0,0.00807319324589173,0.00807319324589173,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.008080605855155909,0.008080605855155909,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.008072328705695853,0.008072328705695853,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.008080598948442486,0.008080598948442486,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.008072305956543957,0.008072305956543957,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpsup|single,0,⑴ 총유량,True,0.5,%,통과,0.0,0.02572889576616788,0.02572889576616788,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.025734396233334067,0.025734396233334067,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.025726145683012902,0.025726145683012902,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.025734384055589032,0.025734384055589032,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.025726117721438513,0.025726117721438513,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpret|single,0,⑴ 총유량,True,0.5,%,통과,0.0,0.03384823200823206,0.03384823200823206,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.033852862802900674,0.033852862802900674,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.03384461152326068,0.03384461152326068,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.03385285285705919,0.03385285285705919,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g0.5|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.03384458579574989,0.03384458579574989,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpsup|single,0,⑴ 총유량,True,0.5,%,통과,0.0,0.05153361893646391,0.05153361893646391,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.05153634186775591,0.05153634186775591,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.051528117156264486,0.051528117156264486,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.05153632663925123,0.05153632663925123,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.051528086204569945,0.051528086204569945,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpret|single,0,⑴ 총유량,True,0.5,%,통과,0.0,0.05966635196074144,0.05966635196074144,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.059668202872760645,0.059668202872760645,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.05965997742731233,0.05965997742731233,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.5,%,통과,0.0,0.059668189877115196,0.059668189877115196,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.5|g1|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.5,%,통과,0.0,0.059659948710613975,0.059659948710613975,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpsup|single,0,⑴ 총유량,True,0.75,%,해당 없음,0.0,-4.90958258261287e-05,-4.90958258261287e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,해당 없음,0.0,-3.6692141502925324e-05,-3.6692141502925324e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,해당 없음,0.0,-4.9090594176348645e-05,-4.9090594176348645e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,해당 없음,0.0,-3.670585797443948e-05,-3.670585797443948e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,해당 없음,0.0,-4.912806503831746e-05,-4.912806503831746e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpret|single,0,⑴ 총유량,True,0.75,%,통과,0.0,0.012096410688236858,0.012096410688236858,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.012107520439982977,0.012107520439982977,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.012095120327188624,0.012095120327188624,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.012107510066941884,0.012107510066941884,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.012095086204610084,0.012095086204610084,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpsup|single,0,⑴ 총유량,True,0.75,%,통과,0.0,0.03856148686934446,0.03856148686934446,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.03856972543319692,0.03856972543319692,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.0385573848994607,0.0385573848994607,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.03856970718874564,0.03856970718874564,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.03855734303690994,0.03855734303690994,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpret|single,0,⑴ 총유량,True,0.75,%,통과,0.0,0.05073713667786883,0.05073713667786883,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.050744076000516,0.050744076000516,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.05073173379155271,0.05073173379155271,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.05074406110160723,0.05074406110160723,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g0.5|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.05073169527931398,0.05073169527931398,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpsup|single,0,⑴ 총유량,True,0.75,%,통과,0.0,0.07726900285093308,0.07726900285093308,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.07727308051176074,0.07727308051176074,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.07726079777924788,0.07726079777924788,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.07727305771519433,0.07727305771519433,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.07726075150035427,0.07726075150035427,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpret|single,0,⑴ 총유량,True,0.75,%,통과,0.0,0.08947479548153581,0.08947479548153581,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.0894775686128586,0.0894775686128586,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.08946528418984379,0.08946528418984379,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,0.75,%,통과,0.0,0.08947754916396455,0.08947754916396455,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac0.75|g1|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,0.75,%,통과,0.0,0.08946524126331923,0.08946524126331923,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpsup|single,0,⑴ 총유량,True,1.0,%,해당 없음,0.0,-6.542995035019317e-05,-6.542995035019317e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,1.0,%,해당 없음,0.0,-4.891341760959733e-05,-4.891341760959733e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,1.0,%,해당 없음,0.0,-6.542300773659804e-05,-6.542300773659804e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpsup|dual_asymmetric|shareret,0,⑴ 총유량,True,1.0,%,해당 없음,0.0,-4.893171959707843e-05,-4.893171959707843e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpsup|dual_asymmetric|sharesup,0,⑴ 총유량,True,1.0,%,해당 없음,0.0,-6.54729654048225e-05,-6.54729654048225e-05,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpret|single,0,⑴ 총유량,True,1.0,%,통과,0.0,0.016110708857615563,0.016110708857615563,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpret|dual_symmetric|shareret,0,⑴ 총유량,True,1.0,%,통과,0.0,0.016125509553425843,0.016125509553425843,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpret|dual_symmetric|sharesup,0,⑴ 총유량,True,1.0,%,통과,0.0,0.016108996959328437,0.016108996959328437,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpret|dual_asymmetric|shareret,0,⑴ 총유량,True,1.0,%,통과,0.0,0.01612549570533872,0.01612549570533872,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0|pumpret|dual_asymmetric|sharesup,0,⑴ 총유량,True,1.0,%,통과,0.0,0.016108951464106624,0.016108951464106624,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0.5|pumpsup|single,0,⑴ 총유량,True,1.0,%,통과,0.0,0.051372839494503,0.051372839494503,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0.5|pumpsup|dual_symmetric|shareret,0,⑴ 총유량,True,1.0,%,통과,0.0,0.051383808080407434,0.051383808080407434,원단위
A,steady|massloss|H22.4/dPb2/dPv3|NTU2|T2nd27|L20|Qfrac1|g0.5|pumpsup|dual_symmetric|sharesup,0,⑴ 총유량,True,1.0,%,통과,0.0,0.05136740092737213,0.05136740092737213,원단위
